name,longitude,latitude,prov,date
Cardamine diphylla (Michx.) Alph.Wood,-72.588222,44.25131,gbif,2019-05-12
Cardamine diphylla (Michx.) Alph.Wood,-80.630154,43.442659,gbif,2019-05-27
Cardamine diphylla (Michx.) Alph.Wood,-79.220128,42.122228,gbif,2019-05-12
Cardamine diphylla (Michx.) Alph.Wood,-73.878996,40.862704,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-72.734078,44.19854,gbif,2019-05-27
Cardamine diphylla (Michx.) Alph.Wood,-79.12397,43.799957,gbif,2019-05-21
Cardamine diphylla (Michx.) Alph.Wood,-64.475902,45.329631,gbif,2019-05-04
Cardamine diphylla (Michx.) Alph.Wood,-80.488894,45.951399,gbif,2019-05-08
Cardamine diphylla (Michx.) Alph.Wood,-87.156441,46.33749,gbif,2019-05-14
Cardamine diphylla (Michx.) Alph.Wood,-83.066647,46.525679,gbif,2019-05-26
Cardamine diphylla (Michx.) Alph.Wood,-74.605868,45.101626,gbif,2019-05-26
Cardamine diphylla (Michx.) Alph.Wood,-75.031055,42.033953,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-76.568857,42.39896,gbif,2019-05-08
Cardamine diphylla (Michx.) Alph.Wood,-87.153434,46.343443,gbif,2019-05-14
Cardamine diphylla (Michx.) Alph.Wood,-72.891595,42.947528,gbif,2019-05-25
Cardamine diphylla (Michx.) Alph.Wood,-80.31115,43.523369,gbif,2019-05-17
Cardamine diphylla (Michx.) Alph.Wood,-73.279269,44.739267,gbif,2019-05-22
Cardamine diphylla (Michx.) Alph.Wood,-79.578138,43.581638,gbif,2019-05-05
Cardamine diphylla (Michx.) Alph.Wood,-72.863335,44.308164,gbif,2019-05-06
Cardamine diphylla (Michx.) Alph.Wood,-72.758594,43.556891,gbif,2019-05-06
Cardamine diphylla (Michx.) Alph.Wood,-85.295569,42.530964,gbif,2019-05-05
Cardamine diphylla (Michx.) Alph.Wood,-87.506233,46.64407,gbif,2019-05-17
Cardamine diphylla (Michx.) Alph.Wood,-75.701272,45.476545,gbif,2019-05-17
Cardamine diphylla (Michx.) Alph.Wood,-79.669182,44.573992,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-75.03055,42.03414,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-81.643135,43.727386,gbif,2019-05-10
Cardamine diphylla (Michx.) Alph.Wood,-73.15024,44.49748,gbif,2019-05-18
Cardamine diphylla (Michx.) Alph.Wood,-66.167221,44.410278,gbif,2019-05-30
Cardamine diphylla (Michx.) Alph.Wood,-75.03002,42.034372,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-87.506104,46.639175,gbif,2019-05-17
Cardamine diphylla (Michx.) Alph.Wood,-81.851039,42.302171,gbif,2019-05-04
Cardamine diphylla (Michx.) Alph.Wood,-72.578318,44.270189,gbif,2019-05-05
Cardamine diphylla (Michx.) Alph.Wood,-75.06555,42.114387,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-72.544722,43.633372,gbif,2019-05-02
Cardamine diphylla (Michx.) Alph.Wood,-75.031318,42.033967,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-78.54987,44.626032,gbif,2019-05-12
Cardamine diphylla (Michx.) Alph.Wood,-73.067405,42.541908,gbif,2019-05-24
Cardamine diphylla (Michx.) Alph.Wood,-81.300098,43.013341,gbif,2019-05-02
Cardamine diphylla (Michx.) Alph.Wood,-78.248708,44.340482,gbif,2019-05-04
Cardamine diphylla (Michx.) Alph.Wood,-72.769901,46.736528,gbif,2019-05-29
Cardamine diphylla (Michx.) Alph.Wood,-82.061972,39.566887,gbif,2019-05-06
Cardamine diphylla (Michx.) Alph.Wood,-73.144062,44.50131,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-75.030962,42.033985,gbif,2019-05-09
